DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
12-Jun-2026,EQ,"754.70","774.45","753.10","744.60","771.95","772.45","764.47","2,037.70","726.65","3,60,88,159","27,58,82,17,228.10","4,24,418"
11-Jun-2026,EQ,"743.00","756.00","740.10","746.85","745.30","744.60","746.84","2,037.70","726.65","3,26,32,007","24,37,08,45,118.65","2,62,963"
10-Jun-2026,EQ,"736.50","755.95","736.40","738.35","747.80","746.85","744.98","2,037.70","726.65","4,44,58,159","33,12,06,48,229.85","3,23,114"
09-Jun-2026,EQ,"739.45","743.95","732.30","738.65","739.70","738.35","738.36","2,037.70","726.65","3,85,39,563","28,45,62,51,128.80","3,46,855"
08-Jun-2026,EQ,"738.00","741.50","734.50","747.05","738.00","738.65","738.38","2,037.70","726.65","2,15,50,700","15,91,26,98,807.25","3,07,762"
05-Jun-2026,EQ,"753.95","758.70","744.65","754.20","748.20","747.05","750.42","2,037.70","726.65","2,21,16,568","16,59,66,36,748.90","2,14,858"
04-Jun-2026,EQ,"749.15","757.30","745.00","753.65","753.25","754.20","751.95","2,037.70","726.65","4,26,73,538","32,08,83,55,961.35","3,85,239"
03-Jun-2026,EQ,"744.45","756.90","742.60","748.25","753.00","753.65","748.83","2,037.70","726.65","3,61,09,480","27,03,97,36,378.55","5,55,057"
02-Jun-2026,EQ,"737.00","753.60","733.15","742.70","749.15","748.25","745.07","2,037.70","726.65","4,73,14,447","35,25,24,89,656.40","4,23,085"
01-Jun-2026,EQ,"749.00","752.35","739.20","744.55","742.50","742.70","743.70","2,037.70","726.65","4,79,96,441","35,69,50,84,062.85","3,64,744"
29-May-2026,EQ,"746.05","760.50","737.75","758.65","747.25","744.55","747.79","2,037.70","726.65","10,12,99,431","75,75,03,25,248.25","5,82,913"
27-May-2026,EQ,"769.50","773.90","756.90","778.90","759.15","758.65","762.18","2,037.70","726.65","6,36,80,153","48,53,57,04,652.80","6,03,423"
26-May-2026,EQ,"784.05","790.85","776.75","786.85","780.25","778.90","783.86","2,037.70","726.65","3,15,28,062","24,71,34,57,734.45","2,68,365"
25-May-2026,EQ,"776.00","787.85","775.20","766.80","787.45","786.85","783.84","2,037.70","726.65","2,60,43,952","20,41,43,23,481.90","3,40,237"
22-May-2026,EQ,"759.15","775.00","759.15","759.15","769.00","766.80","768.46","2,037.70","726.65","2,56,04,071","19,67,56,29,937.40","2,54,373"
21-May-2026,EQ,"767.00","768.25","755.15","759.50","758.80","759.15","760.54","2,037.70","726.65","3,46,64,725","26,36,39,66,148.40","3,00,382"
20-May-2026,EQ,"759.60","762.25","755.15","762.45","760.10","759.50","759.21","2,037.70","726.65","2,40,13,451","18,23,12,01,059.00","3,34,493"
19-May-2026,EQ,"766.70","770.80","760.25","768.65","762.80","762.45","765.85","2,037.70","726.65","4,03,07,830","30,86,96,53,333.95","4,14,780"
18-May-2026,EQ,"759.00","774.10","751.35","767.50","768.80","768.65","765.63","2,037.70","726.65","2,98,12,079","22,82,50,15,390.55","3,96,597"
15-May-2026,EQ,"773.00","781.90","765.40","769.55","770.00","767.50","774.13","2,037.70","726.65","2,43,47,873","18,84,84,26,198.20","2,68,604"
14-May-2026,EQ,"751.00","778.30","747.00","749.60","770.10","769.55","767.26","2,037.70","726.65","5,09,92,358","39,12,46,47,345.10","5,21,121"
13-May-2026,EQ,"752.00","759.95","747.35","750.45","749.15","749.60","752.96","2,037.70","726.65","2,89,60,919","21,80,63,58,980.45","3,95,816"
12-May-2026,EQ,"756.60","759.70","747.80","763.65","755.00","750.45","753.71","2,037.70","726.65","4,39,37,132","33,11,58,12,661.00","7,82,428"
11-May-2026,EQ,"771.95","774.85","761.90","780.85","766.25","763.65","769.20","2,037.70","726.65","4,11,23,422","31,63,23,11,080.15","4,46,831"
08-May-2026,EQ,"784.00","788.75","777.20","796.05","781.00","780.85","781.63","2,037.70","726.65","3,80,16,841","29,71,52,55,302.00","3,86,448"
07-May-2026,EQ,"794.00","801.55","788.55","796.55","795.55","796.05","795.15","2,037.70","726.65","4,61,37,553","36,68,63,70,164.65","3,69,255"
06-May-2026,EQ,"775.15","798.95","773.50","772.30","796.00","796.55","785.36","2,037.70","726.65","3,55,30,831","27,90,44,17,066.50","4,02,081"
05-May-2026,EQ,"774.40","776.90","763.70","779.40","773.20","772.30","771.31","2,037.70","726.65","3,88,87,657","29,99,43,77,836.65","4,91,093"
04-May-2026,EQ,"772.60","786.60","772.60","771.70","779.50","779.40","779.72","2,037.70","726.65","2,90,28,060","22,63,37,11,388.45","3,82,758"
30-Apr-2026,EQ,"770.00","778.80","762.25","779.00","774.75","771.70","770.36","2,037.70","726.65","4,79,98,755","36,97,63,52,716.85","5,68,313"
29-Apr-2026,EQ,"785.50","790.00","777.35","782.55","778.30","779.00","783.90","2,037.70","726.65","2,57,99,963","20,22,47,13,818.45","4,68,032"
28-Apr-2026,EQ,"785.00","794.50","778.30","789.80","782.35","782.55","786.39","2,037.70","726.65","3,53,66,803","27,81,22,42,540.60","3,33,592"
27-Apr-2026,EQ,"787.50","793.00","785.00","784.85","790.00","789.80","789.16","2,037.70","726.65","1,81,15,375","14,29,59,37,140.45","2,78,374"
24-Apr-2026,EQ,"777.30","787.60","777.00","784.35","785.15","784.85","782.99","2,037.70","726.65","2,77,20,358","21,70,47,72,419.30","3,63,338"
23-Apr-2026,EQ,"792.00","796.65","782.50","799.90","783.90","784.35","788.13","2,037.70","726.65","3,76,77,616","29,69,48,61,381.85","4,90,484"
22-Apr-2026,EQ,"810.00","813.05","798.00","811.75","799.40","799.90","804.11","2,037.70","726.65","2,38,76,412","19,19,92,37,337.70","2,78,743"
21-Apr-2026,EQ,"795.20","814.90","795.20","795.45","812.00","811.75","808.97","2,037.70","726.65","4,91,35,752","39,74,92,81,377.25","3,86,140"
20-Apr-2026,EQ,"797.10","809.95","790.00","799.90","795.20","795.45","796.95","2,037.70","726.65","5,21,48,044","41,55,93,15,742.55","5,50,200"
17-Apr-2026,EQ,"790.10","803.95","788.20","795.45","800.00","799.90","799.40","2,037.70","726.65","3,72,82,544","29,80,38,42,840.25","3,29,801"
16-Apr-2026,EQ,"818.00","820.05","792.20","809.90","794.00","795.45","802.59","2,037.70","726.65","6,28,61,293","50,45,20,84,027.00","5,12,745"
15-Apr-2026,EQ,"804.95","814.80","804.00","794.70","810.00","809.90","809.73","2,037.70","726.65","3,97,69,515","32,20,25,17,376.60","4,68,104"
13-Apr-2026,EQ,"791.50","798.50","787.35","810.30","793.00","794.70","792.47","2,037.70","726.65","4,75,49,328","37,68,15,70,377.55","4,28,978"
10-Apr-2026,EQ,"804.00","812.25","801.00","797.70","810.10","810.30","809.15","2,037.70","726.65","3,81,56,026","30,87,39,43,034.35","3,84,976"
09-Apr-2026,EQ,"815.00","819.00","793.10","816.10","798.00","797.70","800.68","2,037.70","726.65","4,88,79,392","39,13,67,41,055.40","5,32,333"
08-Apr-2026,EQ,"800.00","817.80","796.00","772.00","817.50","816.10","809.87","2,037.70","726.65","7,02,69,512","56,90,93,58,152.40","5,61,769"
07-Apr-2026,EQ,"766.00","774.00","761.00","771.00","772.40","772.00","768.18","2,037.70","726.65","5,13,09,793","39,41,50,68,155.95","7,77,553"
06-Apr-2026,EQ,"759.00","772.75","745.00","750.90","770.90","771.00","759.21","2,037.70","726.65","4,29,76,659","32,62,81,40,429.95","6,26,168"
02-Apr-2026,EQ,"730.00","755.00","726.65","742.25","751.00","750.90","740.56","2,037.70","726.65","4,93,10,300","36,51,71,73,048.10","6,18,264"
01-Apr-2026,EQ,"743.00","755.90","739.10","731.55","744.00","742.25","745.52","2,037.70","726.65","7,88,62,761","58,79,41,04,725.50","6,17,196"
30-Mar-2026,EQ,"745.20","751.00","726.65","756.20","735.00","731.55","737.88","2,037.70","726.65","10,35,00,135","76,37,01,80,749.45","7,87,374"
27-Mar-2026,EQ,"773.20","774.90","754.55","782.30","757.95","756.20","761.30","2,037.70","741.05","6,54,85,199","49,85,36,60,404.55","6,99,107"
25-Mar-2026,EQ,"768.20","794.80","768.20","764.90","780.10","782.30","785.22","2,037.70","741.05","5,92,30,640","46,50,89,23,123.65","6,28,380"
24-Mar-2026,EQ,"755.00","772.75","747.70","744.15","766.50","764.90","761.63","2,037.70","741.05","6,12,69,986","46,66,53,56,241.25","6,26,314"
23-Mar-2026,EQ,"763.15","768.70","741.05","780.45","742.30","744.15","752.37","2,037.70","741.05","7,23,41,738","54,42,75,19,734.60","8,72,248"
20-Mar-2026,EQ,"785.00","793.75","778.20","798.20","781.00","780.45","784.12","2,037.70","770.00","10,31,29,469","80,86,58,60,514.30","9,63,682"
19-Mar-2026,EQ,"770.00","815.65","770.00","843.05","800.00","798.20","801.78","2,037.70","770.00","17,16,37,393","1,37,61,50,84,047.35","14,39,390"
18-Mar-2026,EQ,"845.35","846.80","831.60","845.35","842.00","843.05","840.38","2,037.70","812.00","2,35,07,063","19,75,49,16,389.35","2,94,181"
17-Mar-2026,EQ,"847.70","848.90","835.10","840.60","842.80","845.35","843.42","2,037.70","812.00","3,88,26,979","32,74,75,78,708.05","4,57,590"
16-Mar-2026,EQ,"817.00","844.50","815.65","817.00","838.80","840.60","832.00","2,037.70","812.00","5,21,82,605","43,41,59,02,026.80","4,97,371"
13-Mar-2026,EQ,"820.00","823.80","812.00","832.75","816.70","817.00","817.73","2,037.70","812.00","4,17,00,464","34,09,98,71,018.10","5,42,628"
12-Mar-2026,EQ,"820.10","836.40","820.10","833.95","833.30","832.75","831.86","2,037.70","820.10","4,61,07,561","38,35,49,69,893.00","6,83,178"
11-Mar-2026,EQ,"845.00","848.85","827.60","849.45","834.40","833.95","834.32","2,037.70","821.50","4,22,61,076","35,25,93,18,337.50","5,80,385"
10-Mar-2026,EQ,"850.05","856.80","840.60","840.70","849.00","849.45","849.47","2,037.70","821.50","5,28,66,024","44,90,79,44,293.60","4,75,796"
09-Mar-2026,EQ,"825.00","842.45","821.50","857.05","839.10","840.70","833.63","2,037.70","821.50","3,55,92,613","29,67,09,87,891.55","4,20,429"
06-Mar-2026,EQ,"868.05","871.70","855.10","877.75","857.20","857.05","862.50","2,037.70","848.00","3,44,39,647","29,70,42,05,809.35","7,06,964"
05-Mar-2026,EQ,"873.85","881.40","863.50","868.65","875.10","877.75","873.44","2,037.70","848.00","3,13,24,582","27,36,00,19,475.00","2,81,674"
04-Mar-2026,EQ,"848.00","879.30","848.00","879.40","869.00","868.65","866.00","2,037.70","848.00","3,98,62,322","34,52,08,91,227.90","4,56,224"
02-Mar-2026,EQ,"876.20","887.75","871.55","887.75","882.10","879.40","879.38","2,037.70","871.55","3,83,78,924","33,74,97,54,117.70","4,01,981"
27-Feb-2026,EQ,"898.60","898.95","885.00","898.60","887.45","887.75","889.69","2,037.70","885.00","3,46,20,755","30,80,16,52,275.45","4,11,801"
26-Feb-2026,EQ,"912.00","912.00","895.00","907.60","896.00","898.60","901.32","2,037.70","895.00","4,11,65,937","37,10,36,36,109.45","5,02,649"
25-Feb-2026,EQ,"910.55","916.00","903.10","910.50","907.40","907.60","909.00","2,037.70","901.00","2,78,84,303","25,34,69,43,106.45","3,23,744"
24-Feb-2026,EQ,"927.95","927.95","909.15","923.60","911.50","910.50","915.33","2,037.70","901.00","3,13,13,985","28,66,25,10,212.40","2,98,283"
23-Feb-2026,EQ,"916.50","925.65","915.25","911.85","924.10","923.60","921.17","2,037.70","901.00","2,32,70,122","21,43,56,60,334.00","2,28,672"
20-Feb-2026,EQ,"911.00","917.85","908.40","915.60","913.15","911.85","913.52","2,037.70","901.00","2,26,54,907","20,69,58,10,498.85","2,95,931"
19-Feb-2026,EQ,"929.00","929.20","912.45","924.70","914.30","915.60","918.86","2,037.70","901.00","2,12,09,234","19,48,82,60,011.45","2,97,364"
18-Feb-2026,EQ,"923.20","925.50","919.55","925.70","923.70","924.70","922.79","2,037.70","901.00","1,27,38,702","11,75,51,17,113.45","2,17,327"
17-Feb-2026,EQ,"923.00","928.10","918.60","925.80","926.45","925.70","925.32","2,037.70","901.00","2,25,99,629","20,91,18,78,079.60","3,37,196"
16-Feb-2026,EQ,"903.90","929.50","902.10","903.90","925.50","925.80","922.18","2,037.70","901.00","1,88,06,989","17,34,35,14,574.60","3,09,517"
13-Feb-2026,EQ,"913.00","928.20","901.00","920.60","903.90","903.90","912.26","2,037.70","901.00","5,01,88,359","45,78,48,29,506.25","3,61,977"
12-Feb-2026,EQ,"927.00","928.60","918.50","927.10","919.75","920.60","922.37","2,037.70","905.00","3,38,72,203","31,24,26,14,792.65","4,25,115"
11-Feb-2026,EQ,"931.25","936.00","925.30","932.40","926.80","927.10","928.91","2,037.70","905.00","2,48,69,804","23,10,17,39,084.15","3,68,828"
10-Feb-2026,EQ,"930.00","940.90","929.95","937.25","932.60","932.40","933.93","2,037.70","905.00","3,15,25,385","29,44,26,15,462.90","4,08,707"
09-Feb-2026,EQ,"945.00","950.00","935.35","941.10","938.80","937.25","938.27","2,037.70","905.00","2,39,47,829","22,46,95,73,398.45","2,74,371"
06-Feb-2026,EQ,"945.00","948.10","937.60","949.70","941.00","941.10","941.73","2,037.70","905.00","1,81,20,272","17,06,43,39,108.70","4,23,858"
05-Feb-2026,EQ,"956.00","956.05","946.70","953.10","949.70","949.70","950.22","2,037.70","905.00","2,81,03,169","26,70,43,14,508.90","3,72,775"
04-Feb-2026,EQ,"952.50","957.20","947.95","948.70","949.00","953.10","952.91","2,037.70","905.00","2,43,66,770","23,21,94,30,282.65","2,51,099"
03-Feb-2026,EQ,"983.75","994.00","945.00","928.10","947.65","948.70","954.45","2,037.70","905.00","5,03,36,968","48,04,39,34,757.85","4,90,165"
02-Feb-2026,EQ,"915.00","929.80","909.30","922.10","928.10","928.10","924.14","2,037.70","905.00","2,80,32,106","25,90,55,16,822.80","3,87,552"
01-Feb-2026,EQ,"932.00","939.65","912.65","929.25","918.05","922.10","929.20","2,037.70","905.00","98,56,486","9,15,86,89,990.90","1,46,417"
30-Jan-2026,EQ,"930.00","938.90","927.75","935.50","929.00","929.25","931.84","2,037.70","905.00","2,96,91,233","27,66,73,70,875.05","2,51,637"
29-Jan-2026,EQ,"930.10","939.30","924.35","932.70","935.00","935.50","933.24","2,037.70","905.00","3,71,75,628","34,69,37,41,736.20","4,20,812"
28-Jan-2026,EQ,"932.50","941.45","928.40","926.40","932.40","932.70","934.95","2,037.70","905.00","3,53,47,138","33,04,77,87,224.50","2,72,519"
27-Jan-2026,EQ,"906.00","931.20","905.00","916.10","928.00","926.40","917.11","2,037.70","905.00","4,47,53,093","41,04,34,45,636.30","4,83,204"
23-Jan-2026,EQ,"920.00","926.10","909.25","918.70","915.80","916.10","916.45","2,037.70","909.25","3,09,85,247","28,39,64,80,018.55","3,35,766"
22-Jan-2026,EQ,"928.00","928.30","913.20","920.35","921.00","918.70","918.56","2,037.70","913.20","4,44,44,755","40,82,53,01,054.65","5,72,341"
21-Jan-2026,EQ,"925.00","932.15","915.50","931.20","921.00","920.35","924.64","2,037.70","915.50","3,27,66,854","30,29,75,28,335.75","3,51,406"
20-Jan-2026,EQ,"929.30","934.50","919.60","927.90","930.50","931.20","930.12","2,037.70","919.20","3,60,22,727","33,50,55,44,795.30","3,57,134"
19-Jan-2026,EQ,"935.90","936.15","919.50","931.10","925.95","927.90","927.58","2,037.70","919.20","3,81,91,942","35,42,60,72,965.65","4,32,335"
16-Jan-2026,EQ,"922.00","935.95","919.20","925.45","930.55","931.10","929.18","2,037.70","919.20","3,77,80,235","35,10,44,52,366.25","3,61,119"
14-Jan-2026,EQ,"930.00","940.05","920.20","937.35","925.00","925.45","929.85","2,037.70","920.20","3,66,88,248","34,11,44,24,012.75","3,06,076"
13-Jan-2026,EQ,"947.70","947.70","932.60","936.95","934.75","937.35","940.27","2,037.70","929.60","3,20,42,827","30,12,90,21,006.45","3,48,726"
12-Jan-2026,EQ,"937.50","942.00","929.60","939.00","936.40","936.95","936.87","2,037.70","929.60","2,10,71,666","19,74,13,46,998.05","2,82,222"
09-Jan-2026,EQ,"945.00","950.60","933.30","946.70","939.00","939.00","940.91","2,037.70","933.30","3,81,83,839","35,92,75,36,459.55","3,24,301"
08-Jan-2026,EQ,"944.70","953.00","941.40","949.05","948.00","946.70","947.59","2,037.70","939.10","2,19,28,849","20,77,96,38,865.45","3,16,595"
07-Jan-2026,EQ,"956.00","956.45","946.00","962.20","950.25","949.05","950.10","2,037.70","939.10","5,28,84,712","50,24,57,38,779.65","4,14,168"
06-Jan-2026,EQ,"962.70","966.70","956.00","977.50","962.95","962.20","962.45","2,037.70","939.10","3,19,88,783","30,78,75,69,132.70","4,59,604"
05-Jan-2026,EQ,"1,005.75","1,006.40","976.30","1,001.60","978.50","977.50","984.33","2,037.70","939.10","2,76,47,379","27,21,41,19,283.50","3,82,990"
02-Jan-2026,EQ,"991.15","1,003.20","988.80","991.15","1,000.25","1,001.60","998.46","2,037.70","939.10","1,17,51,459","11,73,33,33,129.85","1,78,613"
01-Jan-2026,EQ,"993.50","997.55","989.50","991.20","991.15","991.15","991.88","2,037.70","939.10","71,32,074","7,07,41,47,525.95","1,26,886"
31-Dec-2025,EQ,"991.00","997.60","987.60","990.90","992.90","991.20","992.61","2,037.70","939.10","1,09,63,454","10,88,24,83,821.40","1,93,549"
30-Dec-2025,EQ,"990.20","995.00","982.20","991.70","995.00","990.90","989.16","2,037.70","939.10","3,31,55,849","32,79,62,79,701.40","3,93,869"
29-Dec-2025,EQ,"993.10","997.40","987.20","992.10","992.80","991.70","991.31","2,037.70","939.10","1,35,45,749","13,42,79,99,756.00","1,90,711"
26-Dec-2025,EQ,"996.00","997.20","987.70","997.20","992.00","992.10","992.32","2,037.70","939.10","93,60,853","9,28,89,52,052.70","1,96,688"
24-Dec-2025,EQ,"993.00","999.40","993.00","996.60","995.30","997.20","996.34","2,037.70","939.10","1,36,99,996","13,64,98,27,358.40","2,03,107"
23-Dec-2025,EQ,"990.50","998.90","987.70","987.70","997.00","996.60","994.81","2,037.70","939.10","1,79,27,849","17,83,48,64,449.30","2,27,121"
22-Dec-2025,EQ,"988.00","992.90","983.90","985.50","987.20","987.70","987.63","2,037.70","939.10","1,35,40,411","13,37,28,75,582.70","2,53,393"
19-Dec-2025,EQ,"987.00","988.00","978.70","979.70","985.20","985.50","984.91","2,037.70","939.10","2,59,52,384","25,56,06,67,946.00","2,46,675"
18-Dec-2025,EQ,"973.30","987.40","973.30","984.00","980.00","979.70","981.48","2,037.70","939.10","1,49,12,404","14,63,61,96,743.00","4,12,559"
17-Dec-2025,EQ,"996.00","996.00","980.80","994.30","985.20","984.00","985.22","2,037.70","939.10","1,90,80,922","18,79,88,80,243.80","2,88,605"
16-Dec-2025,EQ,"990.10","998.70","990.10","996.10","994.20","994.30","994.74","2,037.70","939.10","2,00,49,088","19,94,36,98,733.60","3,07,140"
15-Dec-2025,EQ,"992.00","1,001.80","992.00","1,001.50","995.00","996.10","995.95","2,037.70","939.10","97,90,060","9,75,03,88,373.60","1,82,612"
12-Dec-2025,EQ,"1,003.00","1,004.70","998.20","1,000.30","1,002.90","1,001.50","1,001.52","2,037.70","939.10","1,19,88,618","12,00,68,83,854.10","1,53,825"
11-Dec-2025,EQ,"990.00","1,002.70","988.50","989.80","999.90","1,000.30","996.96","2,037.70","939.10","1,18,44,809","11,80,88,32,354.30","1,77,935"
10-Dec-2025,EQ,"997.50","998.50","985.30","997.10","990.40","989.80","990.90","2,037.70","939.10","1,53,22,830","15,18,34,09,188.40","2,75,347"
09-Dec-2025,EQ,"994.90","1,002.80","994.00","1,003.10","997.00","997.10","998.68","2,037.70","939.10","1,52,94,322","15,27,41,86,067.40","2,06,598"
08-Dec-2025,EQ,"1,000.00","1,006.50","997.50","1,003.30","1,001.80","1,003.10","1,002.21","2,037.70","939.10","1,29,01,022","12,92,94,80,947.90","2,19,872"
05-Dec-2025,EQ,"992.00","1,008.00","990.20","997.20","1,001.20","1,003.30","1,000.86","2,037.70","939.10","1,28,43,366","12,85,43,50,197.30","1,92,024"
04-Dec-2025,EQ,"1,000.00","1,004.70","993.00","1,000.50","998.50","997.20","998.28","2,037.70","939.10","1,45,28,169","14,50,32,48,744.00","2,41,847"
03-Dec-2025,EQ,"986.00","1,002.30","986.00","989.80","1,000.10","1,000.50","993.84","2,037.70","939.10","1,54,48,777","15,35,36,18,863.90","2,22,651"
02-Dec-2025,EQ,"988.00","994.40","985.00","1,002.10","991.40","989.80","990.24","2,037.70","939.10","2,73,16,662","27,05,01,86,723.20","3,63,303"
01-Dec-2025,EQ,"1,017.50","1,017.50","999.30","1,007.60","1,002.90","1,002.10","1,005.66","2,037.70","939.10","1,67,46,566","16,84,13,29,243.20","2,82,719"
28-Nov-2025,EQ,"1,007.00","1,012.05","1,004.20","1,009.50","1,006.70","1,007.60","1,008.93","2,037.70","939.10","1,59,88,807","16,13,15,18,093.40","1,78,196"
27-Nov-2025,EQ,"1,002.10","1,016.80","1,001.00","1,003.90","1,009.05","1,009.50","1,010.95","2,037.70","939.10","2,55,36,848","25,81,63,56,116.10","3,13,073"
26-Nov-2025,EQ,"981.30","1,006.95","981.30","989.80","1,005.00","1,003.90","999.58","2,037.70","939.10","1,94,94,356","19,48,61,97,443.70","2,07,998"
25-Nov-2025,EQ,"1,004.00","1,006.10","988.40","999.15","989.45","989.80","995.08","2,037.70","939.10","2,49,89,383","24,86,65,05,641.80","2,75,451"
24-Nov-2025,EQ,"1,000.00","1,011.45","993.60","998.05","997.85","999.15","1,001.79","2,037.70","939.10","3,22,04,053","32,26,16,18,761.75","2,80,226"
21-Nov-2025,EQ,"1,003.10","1,008.30","996.55","1,008.85","998.00","998.05","1,001.07","2,037.70","939.10","1,74,99,897","17,51,86,94,760.00","2,71,649"
20-Nov-2025,EQ,"995.30","1,011.60","992.45","994.60","1,008.60","1,008.85","1,003.81","2,037.70","939.10","1,98,50,865","19,92,64,17,239.25","2,54,686"
19-Nov-2025,EQ,"990.00","996.55","984.00","992.45","994.80","994.60","989.67","2,037.70","939.10","1,98,13,847","19,60,91,99,278.35","2,01,324"
18-Nov-2025,EQ,"997.65","999.00","990.00","996.55","990.85","992.45","994.68","2,037.70","939.10","2,00,02,640","19,89,62,87,879.55","2,17,914"
17-Nov-2025,EQ,"991.25","997.95","985.60","989.60","996.45","996.55","993.87","2,037.70","939.10","1,83,96,408","18,28,36,67,280.45","1,97,155"
14-Nov-2025,EQ,"976.05","991.65","976.05","986.65","989.00","989.60","984.95","2,037.70","939.10","2,13,86,965","21,06,50,33,481.45","3,01,431"
13-Nov-2025,EQ,"984.00","990.10","982.60","989.50","985.75","986.65","986.34","2,037.70","939.10","1,41,24,839","13,93,18,55,903.95","2,89,471"
12-Nov-2025,EQ,"998.80","999.00","987.70","991.70","990.25","989.50","992.14","2,037.70","939.10","1,31,37,263","13,03,40,39,694.95","1,66,500"
11-Nov-2025,EQ,"983.50","993.50","978.00","984.50","992.00","991.70","987.26","2,037.70","939.10","1,02,00,530","10,07,05,24,484.25","2,29,810"
10-Nov-2025,EQ,"982.30","990.95","980.20","982.30","984.60","984.50","986.19","2,037.70","939.10","1,59,88,262","15,76,73,86,584.00","3,73,004"
07-Nov-2025,EQ,"980.00","984.90","974.75","984.65","984.30","982.30","979.96","2,037.70","939.10","1,50,04,568","14,70,38,32,279.80","3,15,369"
06-Nov-2025,EQ,"981.00","991.05","974.00","985.25","987.50","984.65","984.48","2,037.70","939.10","2,22,79,516","21,93,38,18,395.90","2,78,532"
04-Nov-2025,EQ,"987.00","997.00","983.70","992.65","985.70","985.25","990.21","2,037.70","939.10","2,00,24,544","19,82,85,27,608.75","3,02,828"
03-Nov-2025,EQ,"985.00","994.55","983.30","987.30","993.40","992.65","991.15","2,037.70","939.10","1,66,07,180","16,46,02,36,700.55","2,88,032"
