DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
17-Jul-2026,EQ,"1,422.10","1,455.10","1,419.70","1,418.20","1,454.00","1,444.30","1,438.30","1,500.00","1,187.60","1,11,12,550","15,98,32,33,304.00","1,99,474"
16-Jul-2026,EQ,"1,420.10","1,423.70","1,406.20","1,416.20","1,418.00","1,418.20","1,413.86","1,500.00","1,187.60","1,01,65,264","14,37,22,70,891.70","1,33,649"
15-Jul-2026,EQ,"1,412.90","1,428.00","1,409.20","1,407.70","1,411.10","1,416.20","1,418.03","1,500.00","1,187.60","1,29,61,648","18,38,00,61,223.50","2,03,709"
14-Jul-2026,EQ,"1,400.00","1,411.80","1,392.00","1,409.50","1,406.40","1,407.70","1,404.33","1,500.00","1,187.60","1,41,33,017","19,84,74,83,412.50","1,72,884"
13-Jul-2026,EQ,"1,393.50","1,413.00","1,386.30","1,401.20","1,407.80","1,409.50","1,403.36","1,500.00","1,187.60","1,00,91,437","14,16,19,08,061.50","2,05,509"
10-Jul-2026,EQ,"1,389.70","1,408.20","1,389.60","1,380.70","1,401.20","1,401.20","1,402.11","1,500.00","1,187.60","64,09,645","8,98,70,46,054.60","1,32,249"
09-Jul-2026,EQ,"1,382.90","1,403.60","1,377.30","1,380.60","1,384.00","1,380.70","1,386.99","1,500.00","1,187.60","1,39,48,838","19,34,68,61,582.20","3,13,842"
08-Jul-2026,EQ,"1,410.30","1,418.30","1,375.90","1,414.70","1,383.10","1,380.60","1,396.85","1,500.00","1,187.60","1,05,73,142","14,76,90,92,852.50","2,79,456"
07-Jul-2026,EQ,"1,431.60","1,433.00","1,410.00","1,426.90","1,412.00","1,414.70","1,421.40","1,500.00","1,187.60","1,56,64,178","22,26,50,14,594.50","2,70,831"
06-Jul-2026,EQ,"1,412.00","1,431.60","1,411.60","1,411.40","1,426.50","1,426.90","1,425.91","1,500.00","1,187.60","1,23,06,949","17,54,85,56,220.70","2,15,378"
03-Jul-2026,EQ,"1,414.00","1,420.00","1,405.90","1,400.00","1,412.70","1,411.40","1,412.30","1,500.00","1,187.60","1,29,01,785","18,22,12,50,388.90","2,42,670"
02-Jul-2026,EQ,"1,381.90","1,405.00","1,376.80","1,379.80","1,401.00","1,400.00","1,395.35","1,500.00","1,187.60","1,57,79,429","22,01,78,71,341.30","2,02,269"
01-Jul-2026,EQ,"1,371.40","1,385.10","1,367.70","1,375.20","1,377.60","1,379.80","1,377.17","1,500.00","1,187.60","1,19,48,034","16,45,44,77,473.20","1,98,943"
30-Jun-2026,EQ,"1,402.00","1,402.00","1,366.10","1,387.60","1,379.90","1,375.20","1,377.88","1,500.00","1,187.60","1,83,98,057","25,35,02,31,179.70","2,38,982"
29-Jun-2026,EQ,"1,390.00","1,402.00","1,383.20","1,387.50","1,388.00","1,387.60","1,389.31","1,500.00","1,187.60","1,32,49,405","18,40,75,50,527.80","2,38,572"
25-Jun-2026,EQ,"1,381.90","1,404.00","1,380.10","1,373.60","1,387.00","1,387.50","1,390.64","1,500.00","1,187.60","1,71,73,209","23,88,17,28,053.40","3,23,911"
24-Jun-2026,EQ,"1,340.60","1,377.60","1,340.60","1,338.30","1,373.00","1,373.60","1,369.98","1,500.00","1,187.60","1,64,40,708","22,52,33,78,860.90","2,84,060"
23-Jun-2026,EQ,"1,358.00","1,369.10","1,331.50","1,352.40","1,335.50","1,338.30","1,352.91","1,500.00","1,187.60","1,18,84,879","16,07,91,39,867.90","1,66,170"
22-Jun-2026,EQ,"1,353.00","1,362.70","1,348.40","1,346.50","1,351.00","1,352.40","1,355.63","1,500.00","1,187.60","48,14,845","6,52,71,49,141.90","1,11,040"
19-Jun-2026,EQ,"1,340.50","1,352.30","1,332.00","1,342.30","1,347.80","1,346.50","1,346.35","1,500.00","1,187.60","90,57,322","12,19,43,67,731.90","1,41,850"
18-Jun-2026,EQ,"1,333.60","1,346.90","1,331.40","1,336.80","1,341.50","1,342.30","1,340.81","1,500.00","1,187.60","1,34,67,985","18,05,80,46,131.10","1,66,446"
17-Jun-2026,EQ,"1,342.00","1,346.00","1,333.40","1,334.30","1,336.50","1,336.80","1,338.65","1,500.00","1,187.60","80,26,424","10,74,45,44,350.00","1,54,630"
16-Jun-2026,EQ,"1,331.90","1,337.30","1,326.30","1,327.60","1,335.50","1,334.30","1,331.53","1,500.00","1,187.60","1,30,69,159","17,40,19,91,209.80","2,09,525"
15-Jun-2026,EQ,"1,354.60","1,362.70","1,325.30","1,340.80","1,328.00","1,327.60","1,339.75","1,500.00","1,187.60","1,61,72,921","21,66,76,94,953.80","2,31,944"
12-Jun-2026,EQ,"1,330.00","1,344.30","1,318.70","1,317.00","1,340.00","1,340.80","1,333.00","1,500.00","1,187.60","1,83,39,846","24,44,70,33,214.60","2,37,916"
11-Jun-2026,EQ,"1,286.50","1,333.00","1,286.50","1,293.30","1,313.90","1,317.00","1,316.68","1,500.00","1,187.60","3,59,19,374","47,29,44,30,919.80","4,62,944"
10-Jun-2026,EQ,"1,271.30","1,306.00","1,271.30","1,275.00","1,293.00","1,293.30","1,294.82","1,500.00","1,187.60","2,59,51,584","33,60,27,25,418.60","3,17,951"
09-Jun-2026,EQ,"1,255.00","1,279.90","1,252.70","1,250.20","1,276.00","1,275.00","1,271.49","1,500.00","1,187.60","2,23,68,579","28,44,14,91,850.70","2,95,130"
08-Jun-2026,EQ,"1,246.40","1,254.00","1,243.10","1,262.10","1,250.00","1,250.20","1,249.97","1,500.00","1,187.60","1,07,14,196","13,39,24,35,061.70","1,65,598"
05-Jun-2026,EQ,"1,257.00","1,265.00","1,250.00","1,251.70","1,261.00","1,262.10","1,258.93","1,500.00","1,187.60","1,01,66,393","12,79,87,54,410.30","2,32,444"
04-Jun-2026,EQ,"1,232.20","1,262.30","1,232.20","1,242.00","1,253.00","1,251.70","1,251.91","1,500.00","1,187.60","1,94,61,560","24,36,41,21,089.30","2,72,388"
03-Jun-2026,EQ,"1,219.90","1,248.30","1,213.70","1,226.60","1,243.40","1,242.00","1,231.50","1,500.00","1,187.60","1,39,34,754","17,16,05,89,675.90","3,73,364"
02-Jun-2026,EQ,"1,233.00","1,237.70","1,220.70","1,239.70","1,230.70","1,226.60","1,229.00","1,500.00","1,187.60","1,79,20,892","22,02,48,48,172.50","2,51,540"
01-Jun-2026,EQ,"1,257.10","1,261.90","1,235.90","1,256.40","1,238.60","1,239.70","1,245.36","1,500.00","1,187.60","99,11,975","12,34,39,58,316.50","1,79,104"
29-May-2026,EQ,"1,275.10","1,287.80","1,247.90","1,272.70","1,260.50","1,256.40","1,263.53","1,500.00","1,187.60","3,10,07,884","39,17,94,79,642.80","3,92,957"
27-May-2026,EQ,"1,286.00","1,293.40","1,266.70","1,279.10","1,272.50","1,272.70","1,277.96","1,500.00","1,187.60","1,83,66,272","23,47,13,39,315.50","1,99,046"
26-May-2026,EQ,"1,290.00","1,301.80","1,276.20","1,291.80","1,280.70","1,279.10","1,287.57","1,500.00","1,187.60","1,84,00,405","23,69,17,57,179.00","2,33,183"
25-May-2026,EQ,"1,271.00","1,293.50","1,270.90","1,264.30","1,293.50","1,291.80","1,282.46","1,500.00","1,187.60","1,38,53,923","17,76,70,46,157.90","2,30,176"
22-May-2026,EQ,"1,242.00","1,270.80","1,242.00","1,242.80","1,267.20","1,264.30","1,264.35","1,500.00","1,187.60","1,16,01,085","14,66,78,24,476.70","1,63,057"
21-May-2026,EQ,"1,245.30","1,248.30","1,234.40","1,237.30","1,244.40","1,242.80","1,242.50","1,500.00","1,187.60","1,43,94,386","17,88,49,96,507.30","1,79,763"
20-May-2026,EQ,"1,230.00","1,239.70","1,223.30","1,240.80","1,236.50","1,237.30","1,232.55","1,500.00","1,187.60","1,49,53,103","18,43,03,75,623.00","1,96,646"
19-May-2026,EQ,"1,251.10","1,256.30","1,229.80","1,251.10","1,242.50","1,240.80","1,236.56","1,500.00","1,187.60","3,89,29,053","48,13,82,72,774.70","2,83,791"
18-May-2026,EQ,"1,235.50","1,253.70","1,232.00","1,244.50","1,251.70","1,251.10","1,243.71","1,500.00","1,187.60","1,39,18,850","17,31,10,46,029.30","2,42,335"
15-May-2026,EQ,"1,246.60","1,258.00","1,242.00","1,246.00","1,247.90","1,244.50","1,247.98","1,500.00","1,187.60","1,17,45,614","14,65,82,50,228.70","2,21,105"
14-May-2026,EQ,"1,239.10","1,256.70","1,236.00","1,235.60","1,248.70","1,246.00","1,248.25","1,500.00","1,187.60","1,65,35,600","20,64,04,95,752.30","3,56,567"
13-May-2026,EQ,"1,238.30","1,249.20","1,227.20","1,240.30","1,236.10","1,235.60","1,238.85","1,500.00","1,187.60","1,94,90,295","24,14,55,79,380.30","2,86,906"
12-May-2026,EQ,"1,256.00","1,259.90","1,236.30","1,266.40","1,244.50","1,240.30","1,244.35","1,500.00","1,187.60","2,11,10,708","26,26,90,40,947.30","3,80,833"
11-May-2026,EQ,"1,259.40","1,275.70","1,252.00","1,264.80","1,267.20","1,266.40","1,267.94","1,500.00","1,187.60","1,89,80,488","24,06,61,15,479.60","5,37,303"
08-May-2026,EQ,"1,279.60","1,279.60","1,261.20","1,279.00","1,267.80","1,264.80","1,266.00","1,500.00","1,187.60","1,11,37,424","14,09,99,55,630.00","1,85,392"
07-May-2026,EQ,"1,284.70","1,294.00","1,273.20","1,279.50","1,279.00","1,279.00","1,282.68","1,500.00","1,187.60","2,50,28,552","32,10,37,38,356.80","3,22,972"
06-May-2026,EQ,"1,262.00","1,282.80","1,252.10","1,251.30","1,279.60","1,279.50","1,268.87","1,500.00","1,187.60","2,29,09,586","29,06,93,05,516.60","2,88,318"
05-May-2026,EQ,"1,264.00","1,266.70","1,245.50","1,270.80","1,250.90","1,251.30","1,252.12","1,500.00","1,187.60","2,44,47,935","30,61,18,50,377.00","2,57,742"
04-May-2026,EQ,"1,264.30","1,282.20","1,264.30","1,263.40","1,269.00","1,270.80","1,273.13","1,500.00","1,187.60","1,45,97,051","18,58,38,84,989.90","1,78,442"
30-Apr-2026,EQ,"1,261.00","1,272.20","1,259.00","1,281.00","1,265.70","1,263.40","1,264.67","1,500.00","1,187.60","1,77,40,110","22,43,54,14,841.10","2,61,998"
29-Apr-2026,EQ,"1,294.70","1,296.80","1,276.20","1,292.00","1,279.50","1,281.00","1,287.47","1,500.00","1,187.60","1,17,16,030","15,08,40,08,549.00","1,91,545"
28-Apr-2026,EQ,"1,314.30","1,317.70","1,286.70","1,314.10","1,289.10","1,292.00","1,300.34","1,500.00","1,187.60","1,67,74,778","21,81,28,94,339.10","1,97,497"
27-Apr-2026,EQ,"1,327.90","1,335.90","1,310.90","1,326.20","1,316.60","1,314.10","1,319.21","1,500.00","1,187.60","1,53,85,625","20,29,68,18,470.50","2,21,899"
24-Apr-2026,EQ,"1,336.30","1,348.80","1,324.00","1,348.00","1,325.80","1,326.20","1,332.36","1,500.00","1,187.60","1,40,56,743","18,72,86,38,323.00","1,92,491"
23-Apr-2026,EQ,"1,348.40","1,354.00","1,343.50","1,367.60","1,347.00","1,348.00","1,348.93","1,500.00","1,187.60","2,01,11,792","27,12,94,05,927.90","1,80,688"
22-Apr-2026,EQ,"1,380.00","1,380.10","1,365.00","1,388.40","1,367.80","1,367.60","1,370.33","1,500.00","1,187.60","1,36,13,487","18,65,49,24,562.10","2,10,901"
21-Apr-2026,EQ,"1,368.00","1,393.10","1,360.00","1,356.20","1,385.60","1,388.40","1,382.63","1,500.00","1,187.60","2,33,12,455","32,23,24,21,315.50","2,49,510"
20-Apr-2026,EQ,"1,364.70","1,376.40","1,353.00","1,346.80","1,354.30","1,356.20","1,362.59","1,500.00","1,187.60","2,15,51,520","29,36,59,07,872.80","3,20,334"
17-Apr-2026,EQ,"1,347.00","1,352.90","1,334.00","1,345.50","1,352.80","1,346.80","1,341.32","1,500.00","1,187.60","1,81,51,993","24,34,75,56,255.20","2,12,763"
16-Apr-2026,EQ,"1,352.00","1,366.90","1,340.20","1,348.10","1,343.90","1,345.50","1,351.63","1,500.00","1,187.60","2,40,17,236","32,46,24,01,733.80","3,69,800"
15-Apr-2026,EQ,"1,358.00","1,364.80","1,338.00","1,351.10","1,347.00","1,348.10","1,348.45","1,500.00","1,187.60","2,38,27,473","32,13,01,12,128.20","3,67,877"
13-Apr-2026,EQ,"1,304.90","1,357.00","1,296.70","1,321.90","1,347.00","1,351.10","1,336.01","1,500.00","1,187.60","3,05,72,141","40,84,46,87,271.30","3,91,182"
10-Apr-2026,EQ,"1,289.00","1,324.00","1,288.50","1,281.30","1,322.80","1,321.90","1,317.23","1,500.00","1,187.60","1,81,74,755","23,94,03,99,460.20","2,65,455"
09-Apr-2026,EQ,"1,299.90","1,308.00","1,275.90","1,309.20","1,283.50","1,281.30","1,287.04","1,500.00","1,187.60","2,29,23,062","29,50,27,99,668.90","2,95,814"
08-Apr-2026,EQ,"1,310.00","1,333.50","1,292.40","1,245.50","1,309.10","1,309.20","1,307.02","1,500.00","1,187.60","2,51,48,651","32,86,97,93,000.90","2,67,068"
07-Apr-2026,EQ,"1,229.00","1,250.40","1,216.60","1,231.40","1,248.50","1,245.50","1,235.01","1,500.00","1,187.60","2,56,00,557","31,61,70,31,068.70","2,12,038"
06-Apr-2026,EQ,"1,213.00","1,234.40","1,200.50","1,215.80","1,228.60","1,231.40","1,218.09","1,500.00","1,187.60","1,00,58,414","12,25,20,23,145.80","1,31,870"
02-Apr-2026,EQ,"1,196.00","1,222.10","1,187.60","1,212.70","1,216.50","1,215.80","1,204.91","1,500.00","1,187.60","2,08,51,722","25,12,44,02,749.50","3,46,186"
01-Apr-2026,EQ,"1,228.10","1,234.00","1,210.00","1,205.90","1,213.00","1,212.70","1,219.58","1,500.00","1,200.40","2,54,72,333","31,06,54,55,922.50","2,56,306"
30-Mar-2026,EQ,"1,216.50","1,222.60","1,200.40","1,233.80","1,211.80","1,205.90","1,211.37","1,500.00","1,200.40","2,39,52,775","29,01,57,83,813.00","2,24,335"
27-Mar-2026,EQ,"1,256.00","1,260.90","1,230.10","1,259.70","1,237.90","1,233.80","1,241.91","1,500.00","1,218.10","2,36,30,905","29,34,75,00,695.00","2,80,968"
25-Mar-2026,EQ,"1,258.90","1,272.90","1,254.40","1,251.20","1,258.40","1,259.70","1,262.48","1,500.00","1,218.10","1,72,90,030","21,82,83,49,228.10","2,45,636"
24-Mar-2026,EQ,"1,237.10","1,253.90","1,223.70","1,222.70","1,252.60","1,251.20","1,242.48","1,500.00","1,218.10","2,06,17,782","25,61,72,06,863.50","2,41,682"
23-Mar-2026,EQ,"1,226.60","1,234.90","1,218.10","1,245.40","1,225.00","1,222.70","1,225.36","1,500.00","1,218.10","1,70,49,534","20,89,17,71,051.10","2,79,421"
20-Mar-2026,EQ,"1,258.40","1,274.00","1,241.70","1,250.10","1,249.80","1,245.40","1,256.05","1,500.00","1,240.10","1,64,21,006","20,62,56,09,488.50","3,20,542"
19-Mar-2026,EQ,"1,267.60","1,285.90","1,243.70","1,289.30","1,259.70","1,250.10","1,258.87","1,500.00","1,240.10","1,44,22,899","18,15,66,25,895.60","2,85,591"
18-Mar-2026,EQ,"1,286.00","1,297.10","1,270.80","1,288.70","1,292.00","1,289.30","1,287.83","1,500.00","1,240.10","1,29,61,135","16,69,17,03,269.00","2,24,259"
17-Mar-2026,EQ,"1,278.90","1,294.40","1,273.00","1,272.90","1,287.00","1,288.70","1,285.58","1,500.00","1,240.10","2,23,03,102","28,67,25,15,530.30","2,42,007"
16-Mar-2026,EQ,"1,255.00","1,276.80","1,240.10","1,254.80","1,267.60","1,272.90","1,261.00","1,500.00","1,240.10","2,27,40,688","28,67,59,65,063.50","2,64,944"
13-Mar-2026,EQ,"1,251.90","1,262.30","1,248.70","1,266.50","1,255.00","1,254.80","1,254.83","1,500.00","1,208.00","1,73,44,394","21,76,42,18,501.60","2,48,517"
12-Mar-2026,EQ,"1,275.70","1,280.50","1,258.30","1,294.60","1,269.90","1,266.50","1,270.55","1,500.00","1,208.00","1,96,76,187","24,99,95,30,425.90","3,35,143"
11-Mar-2026,EQ,"1,300.00","1,306.50","1,290.90","1,311.90","1,292.00","1,294.60","1,297.44","1,500.00","1,208.00","1,32,24,259","17,15,77,29,375.10","2,65,729"
